Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
20,72,Yes,7,80,Yes,1,Private,Negative,3,No,College,Near,Male,66
24,84,No,9,93,Yes,3,Public,Neutral,4,No,High School,Far,Male,72
39,67,Yes,5,76,No,2,Private,Negative,4,No,,Near,Female,71
25,85,No,9,68,Yes,1,Public,Negative,3,No,Postgraduate,Far,Female,71
15,67,Yes,6,83,Yes,3,Public,Positive,3,No,High School,Moderate,Male,62
17,63,Yes,8,59,Yes,1,Public,Positive,1,No,Postgraduate,Moderate,Male,62
17,73,No,6,58,Yes,4,Public,Positive,1,No,College,Near,Male,64
9,69,Yes,10,92,Yes,2,Private,Neutral,3,No,Postgraduate,Near,Male,65
18,96,Yes,7,52,Yes,1,Private,Neutral,4,No,College,Near,Female,68
24,62,Yes,5,90,Yes,0,Private,Positive,3,No,College,Near,Male,67
12,67,Yes,8,65,Yes,1,Public,Neutral,3,No,High School,Moderate,Male,61
26,82,Yes,9,74,Yes,2,Public,Negative,5,No,High School,Moderate,Female,68
23,79,No,9,77,Yes,1,Public,Neutral,3,No,High School,Near,Male,68
16,62,No,7,88,Yes,1,Public,Neutral,1,No,High School,Near,Female,62
19,60,No,8,94,Yes,1,Private,Neutral,3,No,High School,Near,Female,62
30,100,Yes,6,90,Yes,0,Public,Positive,2,Yes,High School,Near,Male,74
24,86,Yes,8,79,No,0,Public,Neutral,4,No,High School,Near,Female,68
20,75,No,8,67,Yes,1,Public,Positive,4,No,College,Moderate,Male,66
19,79,No,4,76,Yes,1,Private,Neutral,3,No,,Near,Male,67
20,71,No,5,52,Yes,1,Public,Neutral,3,No,High School,Moderate,Male,65
17,74,Yes,7,62,Yes,2,Public,Positive,4,No,High School,Near,Male,66
7,86,No,7,68,Yes,5,Public,Positive,4,No,Postgraduate,Moderate,Male,67
32,95,Yes,7,66,Yes,5,Private,Negative,3,No,College,Near,Male,76
21,67,Yes,7,55,Yes,2,Private,Positive,3,No,High School,Moderate,Female,66
22,94,No,9,53,Yes,1,Public,Neutral,3,No,College,Near,Female,68
20,65,Yes,8,71,Yes,2,Private,Neutral,3,Yes,College,Near,Female,63
16,69,Yes,4,54,Yes,4,Public,Positive,4,No,College,Near,Female,65
19,61,No,10,64,Yes,3,Public,Positive,3,No,High School,Moderate,Male,63
10,66,No,4,74,Yes,2,Public,Negative,2,No,High School,Moderate,Male,59
34,97,No,8,60,Yes,2,Private,Neutral,4,No,High School,Near,Male,74
13,78,Yes,5,54,Yes,2,Public,Positive,3,Yes,College,Near,Male,62
14,63,Yes,9,72,Yes,3,Public,Positive,4,Yes,High School,Near,Female,59
17,98,Yes,7,72,Yes,0,Public,Positive,3,No,High School,Near,Male,71
28,95,No,8,96,Yes,1,Public,Neutral,3,No,Postgraduate,Moderate,Male,73
20,90,Yes,4,56,Yes,0,Private,Positive,1,No,High School,Moderate,Male,68
13,97,Yes,8,81,Yes,3,Public,Neutral,1,No,High School,Far,Male,68
28,69,Yes,8,66,Yes,0,Public,Positive,6,No,College,Far,Male,66
24,93,Yes,8,56,Yes,1,Public,Neutral,3,No,College,Moderate,Male,69
23,88,No,8,70,Yes,2,Public,Neutral,4,No,High School,Near,Female,70
24,95,Yes,7,71,Yes,1,Public,Positive,3,No,High School,Near,Male,74
34,92,No,7,68,Yes,0,Public,Positive,5,No,College,Near,Female,75
33,74,Yes,6,88,Yes,2,Private,Neutral,3,No,College,Near,Male,71
16,91,Yes,6,92,Yes,2,Private,Positive,3,No,High School,Moderate,Male,71
30,70,No,9,57,Yes,1,Public,Negative,4,No,College,Far,Female,65
22,73,No,6,58,Yes,1,Private,Positive,3,No,Postgraduate,Moderate,Male,65
23,64,No,4,71,Yes,2,Public,Negative,1,No,Postgraduate,Near,Male,65
10,97,No,6,66,Yes,2,Public,Neutral,2,No,Postgraduate,Near,Female,67
19,72,Yes,8,91,Yes,1,Private,Positive,4,No,,Moderate,Male,67
15,81,Yes,7,100,Yes,1,Public,Neutral,3,No,Postgraduate,Moderate,Male,67
25,76,Yes,8,59,Yes,4,Private,Neutral,4,No,College,Near,Female,71
26,98,No,4,88,Yes,1,Public,Neutral,1,No,College,Moderate,Female,72
8,73,Yes,4,80,Yes,0,Public,Neutral,4,No,College,Moderate,Male,62
20,91,Yes,7,82,Yes,0,Public,Neutral,4,No,College,Near,Male,70
27,94,No,9,63,Yes,0,Public,Neutral,4,No,College,Near,Female,72
19,77,Yes,4,55,Yes,0,Public,Positive,4,No,College,Moderate,Male,64
24,75,Yes,8,77,Yes,1,Private,Negative,1,No,College,Moderate,Male,66
22,90,Yes,9,81,Yes,0,Public,Neutral,4,No,High School,Near,Male,69
22,97,No,7,98,Yes,0,Public,Negative,0,No,College,Moderate,Female,71
18,90,No,8,84,Yes,2,Private,Positive,3,No,High School,Moderate,Male,68
13,69,Yes,7,72,Yes,2,Public,Positive,2,No,High School,Moderate,Female,63
13,96,Yes,7,100,No,4,Public,Negative,3,No,High School,Near,Male,71
24,76,Yes,8,69,Yes,3,Private,Negative,1,No,High School,,Male,65
20,83,Yes,10,58,Yes,0,Public,Neutral,1,No,High School,Near,Female,66
19,93,Yes,6,81,Yes,2,Private,Positive,3,Yes,College,Moderate,Female,68
17,68,Yes,7,63,No,0,Public,Neutral,3,No,High School,Moderate,Male,61
18,91,No,6,96,Yes,2,Private,Positive,3,No,Postgraduate,Near,Male,71
26,84,Yes,7,71,Yes,0,Public,Neutral,2,No,High School,Near,Female,70
18,96,No,7,57,Yes,1,Public,Negative,3,No,High School,Moderate,Female,66
12,67,Yes,9,57,Yes,0,Private,Positive,2,No,College,Moderate,Male,61
24,77,Yes,9,82,Yes,1,Private,Neutral,2,No,High School,Near,Male,67
19,93,Yes,8,68,Yes,1,Public,Positive,3,No,Postgraduate,Near,Female,72
20,61,No,9,68,Yes,1,Private,Positive,3,No,High School,Near,Female,65
30,64,No,6,81,Yes,3,Public,Negative,2,No,College,Near,Female,68
20,100,Yes,6,61,No,3,Public,Positive,4,No,College,Far,Male,70
22,71,Yes,8,57,Yes,1,Public,Negative,4,No,High School,Moderate,Male,63
13,99,No,7,83,Yes,1,Public,Neutral,4,No,Postgraduate,Far,Female,69
19,67,No,10,50,Yes,0,Public,Positive,3,No,High School,Near,Male,62
24,74,No,4,95,Yes,1,Public,Neutral,4,No,Postgraduate,Moderate,Female,71
11,90,Yes,8,59,Yes,1,Public,Positive,4,No,High School,Near,Male,64
21,86,No,8,72,Yes,0,Public,Positive,3,No,High School,Moderate,Male,69
21,83,Yes,6,61,Yes,2,Public,Positive,3,No,Postgraduate,Near,Male,71
20,81,Yes,6,61,No,0,Public,Positive,4,Yes,High School,Near,Female,63
26,94,Yes,6,92,Yes,1,Public,Neutral,3,No,High School,Near,Female,72
22,69,Yes,5,79,Yes,1,Public,Positive,3,No,College,Near,Male,66
29,78,Yes,9,66,Yes,2,Public,Neutral,4,No,High School,Moderate,Male,69
14,66,Yes,10,63,Yes,0,Public,Positive,3,No,High School,Moderate,Male,60
21,84,Yes,6,61,Yes,1,Private,Negative,4,No,High School,Moderate,Female,68
21,70,No,6,78,Yes,3,Public,Neutral,2,No,College,Far,Male,65
14,73,No,5,87,Yes,2,Public,Positive,4,No,College,Near,Female,67
26,79,Yes,5,63,Yes,0,Public,Positive,2,No,High School,Near,Male,66
34,61,Yes,6,67,Yes,1,Private,Neutral,2,No,Postgraduate,Moderate,Male,68
20,64,Yes,9,86,Yes,0,Private,Negative,4,No,High School,Near,Female,63
23,87,Yes,10,87,Yes,1,Private,Positive,3,No,College,Near,Male,73
21,77,Yes,6,60,Yes,1,Private,Neutral,3,No,College,Moderate,Male,66
16,95,Yes,6,69,Yes,2,Public,Neutral,3,Yes,College,Near,Male,67
9,88,Yes,5,93,Yes,2,Public,Neutral,4,No,Postgraduate,Near,Male,66
16,60,No,8,87,Yes,0,Public,Positive,5,No,High School,Near,Male,60
12,85,No,8,58,Yes,1,Public,Positive,3,No,Postgraduate,Near,Male,67
30,64,No,7,69,Yes,3,Public,Negative,4,No,High School,Near,Female,67
19,91,Yes,6,99,Yes,0,Public,Neutral,2,No,High School,Near,Female,70
18,100,No,9,76,Yes,1,Public,Positive,2,No,High School,Near,Female,69
25,81,Yes,8,86,Yes,1,Public,Negative,3,No,Postgraduate,Near,Male,68
13,87,Yes,8,55,Yes,1,Private,Positive,3,No,High School,Near,Female,67
15,69,No,8,92,Yes,0,Public,Neutral,1,No,College,Moderate,Male,63
20,78,No,7,80,Yes,2,Public,Positive,3,No,College,Near,Male,70
26,94,No,6,59,Yes,4,Public,Neutral,3,No,High School,Near,Female,71
23,67,Yes,8,69,Yes,1,Public,Neutral,2,No,High School,Near,Female,67
21,71,No,8,54,Yes,1,Private,Neutral,3,No,High School,Near,Male,64
20,78,No,8,89,No,0,Private,Neutral,4,No,College,Near,Female,66
22,88,Yes,5,87,Yes,1,Public,Neutral,3,No,Postgraduate,Near,Male,70
21,75,Yes,8,75,Yes,1,Private,Negative,2,No,High School,Moderate,Male,65
14,97,Yes,7,73,Yes,2,Public,Positive,3,No,College,Moderate,Male,68
20,64,Yes,6,73,Yes,3,Public,Negative,5,No,Postgraduate,Far,Female,65
14,75,No,8,52,Yes,3,Public,Neutral,1,No,Postgraduate,Near,Male,65
20,88,Yes,7,68,Yes,0,Public,Positive,4,No,College,Near,Female,69
17,69,No,10,56,Yes,1,Public,Neutral,4,No,High School,Near,Female,63
35,86,No,8,59,Yes,2,Public,Positive,2,No,College,Moderate,Female,70
20,67,Yes,7,98,Yes,1,Public,Neutral,4,No,College,Near,Male,64
12,62,Yes,7,63,Yes,1,Public,Neutral,4,No,High School,Near,Female,62
19,65,Yes,5,74,Yes,1,Private,Positive,3,No,High School,Near,Female,66
23,97,Yes,9,94,Yes,2,Public,Positive,3,No,High School,Moderate,Male,73
30,82,Yes,7,71,Yes,3,Public,Neutral,3,No,Postgraduate,Far,Female,72
16,92,Yes,7,76,No,0,Private,Neutral,2,No,Postgraduate,Far,Male,68
11,73,No,5,58,No,0,Private,Positive,4,No,College,Near,Male,62
25,84,No,8,64,Yes,2,Private,Neutral,4,No,High School,,Male,67
12,80,No,6,75,Yes,1,Public,Negative,4,No,High School,Moderate,Male,62
17,98,No,6,68,Yes,2,Public,Positive,3,No,High School,Near,Male,72
18,90,No,7,52,Yes,2,Public,Negative,2,No,High School,Near,Male,67
20,89,Yes,6,70,Yes,1,Private,Positive,3,No,High School,Moderate,Female,68
24,62,Yes,6,91,Yes,2,Public,Neutral,3,No,High School,Moderate,Female,65
16,82,No,7,56,Yes,0,Private,Negative,1,Yes,High School,Far,Female,79
18,79,No,9,51,Yes,2,Private,Positive,3,No,High School,Near,Male,66
20,97,Yes,8,56,Yes,1,Private,Neutral,2,No,High School,Near,Female,68
21,70,Yes,8,84,Yes,1,Public,Positive,3,Yes,Postgraduate,Near,Male,65
21,71,Yes,8,90,Yes,3,Public,Neutral,4,No,High School,Moderate,Female,67
23,76,Yes,6,52,Yes,3,Public,Neutral,4,No,College,Moderate,Male,67
25,70,Yes,9,94,Yes,1,Public,Neutral,4,No,High School,Moderate,Male,67
22,65,Yes,4,81,Yes,5,Public,Positive,4,No,College,Far,Female,68
23,94,No,8,76,Yes,3,Public,Positive,3,No,High School,Moderate,Male,72
11,82,No,8,63,Yes,1,Public,Neutral,5,No,High School,Near,Male,65
20,94,No,7,69,Yes,0,Public,Positive,3,Yes,High School,Moderate,Female,65
23,93,Yes,6,97,No,1,Public,Positive,2,No,College,Moderate,Male,70
24,71,Yes,7,96,Yes,2,Public,Negative,2,No,High School,Near,Male,67
16,82,Yes,6,81,Yes,1,Private,Neutral,4,No,College,Near,Male,68
16,63,No,8,79,Yes,2,Public,Positive,3,No,College,Moderate,Male,63
17,97,Yes,8,61,Yes,2,Public,Neutral,2,No,High School,Near,Male,68
23,76,Yes,8,98,Yes,0,Public,Neutral,2,No,Postgraduate,Moderate,Female,69
26,76,Yes,8,88,Yes,2,Public,Positive,4,No,High School,Near,Male,66
18,72,Yes,8,69,No,2,Public,Neutral,4,Yes,High School,Far,Female,64
25,78,Yes,8,91,Yes,3,Public,Negative,4,No,High School,Near,Male,69
21,70,No,6,61,Yes,1,Public,Neutral,3,No,High School,Near,Male,62
19,75,Yes,5,61,Yes,0,Public,Negative,3,No,High School,Near,Female,65
19,92,Yes,7,90,Yes,1,Public,Positive,2,No,High School,Near,Female,70
24,93,Yes,8,78,Yes,1,Public,Neutral,4,No,High School,Near,Female,72
22,72,No,5,78,Yes,1,Public,Positive,3,No,High School,Near,Female,66
34,79,Yes,7,79,Yes,3,Private,Negative,2,Yes,High School,Moderate,Male,70
15,95,No,9,56,No,3,Public,Positive,1,No,High School,Near,Male,67
23,62,Yes,7,67,Yes,1,Public,Negative,4,No,Postgraduate,Moderate,Female,65
17,96,Yes,9,79,No,3,Private,Neutral,2,No,Postgraduate,Moderate,Male,68
15,69,Yes,9,62,Yes,2,Public,Neutral,3,No,High School,Moderate,Male,62
20,87,Yes,7,75,Yes,1,Public,Negative,3,No,Postgraduate,Near,Male,68
21,83,No,6,78,Yes,2,Public,Positive,3,Yes,High School,Near,Female,69
38,82,No,6,97,Yes,2,Private,Negative,3,No,College,Near,Male,72
19,94,No,7,62,Yes,0,Public,Negative,3,Yes,High School,Moderate,Male,65
13,64,Yes,5,72,Yes,2,Private,Neutral,2,No,Postgraduate,Moderate,Male,63
22,74,Yes,5,99,Yes,0,Public,Neutral,2,No,College,Near,Female,68
8,82,No,4,59,Yes,1,Public,Neutral,2,No,College,Near,Male,62
19,92,Yes,7,89,No,0,Private,Neutral,2,No,Postgraduate,Near,Male,69
20,69,No,10,59,Yes,2,Public,Positive,4,No,High School,Near,Female,65
25,92,No,4,93,Yes,3,Public,Neutral,2,No,High School,Near,Female,74
26,76,Yes,7,74,Yes,4,Public,Positive,3,No,High School,Moderate,Female,70
17,68,Yes,7,99,Yes,2,Public,Positive,3,No,High School,Near,Female,65
19,90,No,7,59,Yes,3,Public,Neutral,3,No,College,Moderate,Male,70
15,64,Yes,9,84,Yes,0,Public,Neutral,3,No,College,Far,Male,59
13,81,Yes,6,85,Yes,1,Private,Neutral,3,No,High School,Moderate,Male,63
22,63,Yes,4,86,Yes,0,Public,Neutral,4,No,College,Near,Female,64
12,74,Yes,6,55,Yes,0,Public,Positive,3,No,Postgraduate,Near,Male,63
18,84,No,6,64,Yes,2,Public,Positive,2,No,High School,Near,Female,67
14,82,Yes,4,67,Yes,1,Public,Neutral,4,No,High School,Moderate,Female,65
23,76,No,7,66,Yes,2,Public,Neutral,3,No,College,Near,Male,67
31,77,No,5,84,Yes,2,Public,Positive,5,No,,Near,Male,73
12,69,Yes,7,53,Yes,2,Public,Neutral,3,No,College,Near,Male,64
9,78,No,6,87,Yes,0,Private,Positive,3,No,Postgraduate,Near,Male,65
19,98,Yes,5,76,Yes,2,Private,Positive,3,No,High School,Moderate,Male,72
20,94,No,8,59,Yes,3,Public,Positive,4,No,High School,Near,Female,72
21,66,No,7,61,Yes,2,Public,Neutral,2,No,College,Near,Male,66
17,61,Yes,7,55,Yes,1,Private,Negative,2,Yes,College,Near,Male,62
19,97,No,8,73,Yes,2,Private,Negative,1,No,College,Near,Male,68
22,81,Yes,7,80,Yes,1,Public,Positive,3,No,College,Moderate,Female,67
26,82,No,7,79,Yes,1,Public,Positive,2,Yes,Postgraduate,Near,Female,69
8,91,No,6,98,Yes,1,Private,Positive,3,No,High School,Near,Female,67
18,73,No,5,65,Yes,1,Public,Negative,3,No,College,Moderate,Female,63
21,79,Yes,7,88,Yes,0,Private,Negative,4,No,High School,Moderate,Male,65
14,99,No,6,86,Yes,2,Private,Negative,4,No,College,Near,Male,71
30,87,No,8,53,Yes,1,Private,Neutral,1,No,Postgraduate,Near,Male,70
16,66,Yes,7,97,Yes,5,Public,Positive,3,No,Postgraduate,Near,Male,68
20,65,Yes,8,97,Yes,0,Public,Negative,3,No,College,Near,Female,65
23,68,Yes,6,70,Yes,4,Public,Positive,2,No,High School,Near,Male,68
16,91,Yes,5,71,Yes,2,Public,Negative,3,No,College,Near,Male,69
9,72,Yes,10,91,No,1,Public,Neutral,2,No,High School,Far,Female,62
17,61,Yes,7,75,No,2,Public,Negative,4,No,College,Near,Female,62
26,98,No,8,90,Yes,1,Public,Positive,2,Yes,Postgraduate,Moderate,Female,72
18,67,No,5,52,Yes,0,Private,Neutral,4,No,Postgraduate,Moderate,Male,64
15,60,No,7,63,Yes,0,Public,Positive,1,Yes,High School,Far,Female,58
26,69,No,9,55,Yes,1,Public,Neutral,3,No,College,Near,Male,66
18,69,Yes,5,73,Yes,1,Public,Positive,4,No,Postgraduate,Moderate,Male,64
17,77,Yes,10,93,Yes,3,Private,Positive,1,No,College,Far,Female,68
21,97,No,7,78,Yes,0,Public,Neutral,3,No,Postgraduate,Near,Female,69
25,95,No,6,76,Yes,1,Public,Positive,5,No,High School,Near,Male,71
34,78,Yes,8,68,Yes,1,Public,Negative,2,No,College,Near,Male,71
25,76,Yes,9,53,Yes,0,Private,Positive,3,No,High School,Moderate,Male,67
27,82,Yes,6,88,Yes,2,Private,Neutral,3,No,High School,Near,Male,71
17,70,Yes,6,79,Yes,2,Public,Positive,3,No,High School,,Female,64
14,62,Yes,7,97,Yes,0,Public,Positive,1,No,High School,Moderate,Male,62
20,98,No,8,72,Yes,1,Public,Negative,4,No,High School,Near,Female,70
21,67,No,7,70,Yes,2,Private,Negative,2,No,Postgraduate,Moderate,Female,63
14,68,Yes,8,99,Yes,0,Public,Positive,3,No,High School,Near,Female,66
19,79,Yes,8,57,Yes,2,Public,Positive,3,No,High School,Moderate,Male,65
22,80,No,7,63,Yes,1,Public,Positive,3,No,College,Near,Male,69
22,61,Yes,6,74,Yes,1,Public,Negative,3,No,High School,Near,Male,63
23,66,No,7,76,Yes,1,Public,Neutral,2,No,College,Moderate,Male,64
22,75,Yes,10,77,Yes,2,Public,Neutral,2,No,High School,Near,Male,66
17,87,Yes,7,61,Yes,4,Public,Negative,3,Yes,High School,Near,Female,67
17,69,Yes,9,96,Yes,2,Public,Negative,3,No,College,Far,Male,66
13,77,No,6,85,Yes,2,Public,Neutral,4,No,Postgraduate,Near,Female,65
31,82,Yes,7,63,No,2,Private,Positive,2,No,Postgraduate,Moderate,Male,72
20,96,Yes,8,65,Yes,0,Public,Neutral,2,No,High School,Near,Female,70
19,73,Yes,9,94,Yes,1,Public,Positive,1,No,College,Near,Female,67
14,65,No,9,69,Yes,4,Public,Neutral,3,No,College,Near,Male,64
38,80,No,5,78,Yes,1,Public,Positive,4,No,College,Far,Female,72
14,90,Yes,9,56,Yes,0,Public,Neutral,4,No,High School,Near,Female,65
17,64,Yes,10,63,Yes,0,Public,Positive,3,No,High School,Moderate,Female,62
22,77,No,6,71,Yes,3,Public,Negative,4,No,High School,Far,Female,67
24,61,No,6,83,Yes,0,Public,Positive,3,Yes,High School,Near,Male,64
26,61,No,7,64,Yes,0,Private,Negative,3,No,Postgraduate,,Male,63
31,79,No,7,98,Yes,1,Public,Neutral,2,No,College,Moderate,Male,72
23,72,No,6,61,Yes,1,Public,Positive,5,No,High School,Near,Male,66
14,94,Yes,5,89,Yes,0,Public,Positive,1,No,Postgraduate,Near,Female,70
18,84,Yes,9,68,Yes,0,Private,Negative,2,No,Postgraduate,Near,Female,66
22,78,No,6,92,Yes,1,Public,Positive,3,No,High School,Moderate,Male,70
32,76,Yes,6,96,Yes,0,Public,Neutral,2,No,High School,Moderate,Female,67
12,80,Yes,7,59,Yes,1,Public,Positive,2,No,High School,Near,Female,64
27,62,No,5,75,Yes,2,Public,Positive,2,No,,Near,Male,67
21,96,Yes,5,58,Yes,0,Public,Neutral,4,No,College,Far,Male,72
25,100,No,6,85,Yes,1,Public,Positive,3,No,High School,Near,Male,72
19,67,Yes,8,92,Yes,2,Public,Neutral,5,No,Postgraduate,Moderate,Female,68
15,65,Yes,7,69,Yes,1,Public,Neutral,3,No,Postgraduate,Near,Female,64
25,66,Yes,4,70,No,1,Public,Positive,3,No,High School,Moderate,Male,66
24,86,No,9,60,Yes,0,Private,Positive,3,No,College,Far,Male,68
26,86,No,8,65,Yes,0,Public,Neutral,4,No,High School,Near,Female,66
20,94,Yes,7,66,Yes,1,Private,Positive,1,No,High School,Near,Female,70
16,90,Yes,7,58,Yes,1,Public,Neutral,4,No,Postgraduate,Near,Female,70
11,78,Yes,8,65,Yes,0,Private,Neutral,2,No,High School,,Female,62
25,85,Yes,10,95,Yes,0,Public,Positive,1,No,College,Near,Male,69
23,88,Yes,8,66,Yes,2,Private,Positive,2,No,College,Moderate,Male,69
14,81,Yes,7,64,Yes,2,Public,Positive,4,Yes,College,Near,Male,66
17,79,No,5,69,Yes,4,Public,Negative,3,No,Postgraduate,Near,Female,68
17,86,No,7,98,Yes,2,Public,Positive,5,No,Postgraduate,Moderate,Male,71
11,82,Yes,8,88,No,1,Private,Negative,2,No,Postgraduate,Moderate,Female,64
15,86,No,7,60,Yes,2,Public,Positive,3,No,College,Near,Male,67
13,85,Yes,6,88,Yes,2,Public,Positive,3,No,High School,Moderate,Female,68
18,89,Yes,8,88,Yes,0,Public,Negative,1,No,,Moderate,Male,67
16,86,No,6,98,Yes,1,Public,Neutral,3,No,Postgraduate,Near,Male,68
10,81,Yes,8,95,Yes,5,Public,Positive,3,No,High School,Near,Female,69
32,87,Yes,6,55,Yes,0,Public,Neutral,3,No,High School,Near,Male,71
28,78,Yes,4,73,No,3,Private,Positive,4,No,High School,Moderate,Female,68
15,70,No,6,85,Yes,0,Private,Positive,2,No,College,Moderate,Male,65
22,60,No,7,99,Yes,1,Public,Neutral,3,No,College,Moderate,Male,63
23,82,Yes,8,54,Yes,0,Public,Negative,1,No,High School,Near,Female,65
27,84,No,8,68,Yes,3,Private,Positive,2,Yes,Postgraduate,Near,Female,72
15,99,Yes,5,75,Yes,2,Public,Neutral,1,No,College,Moderate,Male,67
27,74,No,7,71,Yes,1,Public,Positive,3,No,High School,Near,Female,69
17,76,No,6,73,Yes,3,Private,Neutral,3,No,Postgraduate,Near,Male,67
12,68,Yes,6,68,Yes,2,Public,Positive,4,No,College,Near,Male,64
24,63,No,6,99,No,0,Public,Positive,3,No,High School,Moderate,Female,62
28,91,No,7,90,Yes,2,Private,Neutral,3,No,High School,Near,Male,71
36,70,No,10,87,Yes,2,Public,Positive,3,No,,Near,Male,70
13,84,No,10,71,Yes,1,Public,Neutral,3,No,College,Moderate,Male,64
24,88,Yes,6,94,Yes,0,Private,Negative,2,No,Postgraduate,Moderate,Male,69
18,79,Yes,7,55,Yes,1,Public,Positive,3,No,High School,Moderate,Female,65
25,95,Yes,7,57,Yes,2,Private,Negative,2,No,College,Moderate,Female,73
11,78,Yes,7,98,Yes,2,Public,Neutral,3,No,High School,Near,Female,64
12,71,Yes,8,78,Yes,2,Public,Negative,2,No,Postgraduate,Near,Female,64
15,96,Yes,7,58,Yes,3,Public,Neutral,4,No,Postgraduate,Moderate,Male,70
20,94,Yes,6,97,Yes,2,Public,Positive,5,No,College,Near,Male,70
16,67,No,9,99,Yes,2,Public,Neutral,2,Yes,High School,Moderate,Male,64
24,61,No,5,94,Yes,3,Private,Neutral,2,Yes,College,Moderate,Female,64
26,64,Yes,7,62,Yes,3,Private,Negative,2,No,High School,Near,Male,66
24,71,Yes,5,64,Yes,1,Public,Neutral,3,No,College,Near,Male,66
30,99,Yes,5,70,Yes,2,Public,Neutral,4,No,High School,Near,Female,74
22,82,No,8,79,No,2,Public,Negative,1,No,College,Near,Female,69
13,75,Yes,6,100,Yes,1,Public,Positive,3,No,Postgraduate,Near,Male,67
28,96,No,4,98,Yes,5,Public,Neutral,5,Yes,High School,Far,Male,73
16,78,No,6,96,Yes,0,Public,Positive,1,No,Postgraduate,Near,Female,66
25,73,No,6,54,Yes,2,Public,Neutral,4,No,High School,Moderate,Female,67
29,98,Yes,5,88,Yes,3,Public,Neutral,2,No,College,Near,Male,75
23,94,Yes,8,94,Yes,2,Public,Positive,2,No,High School,Near,Male,73
11,94,No,5,67,Yes,2,Public,Neutral,5,No,High School,Near,Female,67
14,80,Yes,6,61,Yes,0,Public,Neutral,4,No,College,Moderate,Female,65
28,92,Yes,7,87,Yes,1,Public,Positive,1,No,High School,Near,Female,71
19,67,Yes,6,55,Yes,1,Public,Neutral,4,No,High School,Near,Male,63
20,83,Yes,6,97,Yes,2,Public,Neutral,4,No,High School,Moderate,Female,68
25,99,No,6,58,Yes,0,Private,Positive,4,No,High School,Near,Male,72
24,72,Yes,5,73,Yes,2,Public,Positive,2,No,High School,Near,Male,67
22,92,No,6,99,Yes,1,Public,Negative,4,No,College,Near,Female,71
19,80,No,8,99,Yes,1,Public,Positive,4,No,Postgraduate,Near,Male,67
18,62,Yes,6,89,Yes,0,Private,Positive,3,No,Postgraduate,Near,Female,66
25,91,No,7,92,Yes,3,Public,Negative,5,No,High School,Near,Male,72
23,67,No,9,98,Yes,2,Public,Negative,0,No,College,Near,Female,64
18,85,No,8,96,Yes,0,Public,Negative,3,No,College,Moderate,Male,68
26,63,No,5,81,Yes,0,Public,Negative,2,No,High School,Moderate,Female,65
19,98,Yes,8,87,Yes,1,Private,Positive,4,No,Postgraduate,Moderate,Male,74
15,72,Yes,9,80,Yes,4,Private,Neutral,4,No,College,Moderate,Female,65
15,69,Yes,6,75,No,2,Public,Positive,2,No,High School,Near,Female,63
14,65,Yes,5,94,Yes,5,Private,Negative,3,No,Postgraduate,Moderate,Male,65
18,98,Yes,6,87,Yes,0,Public,Neutral,1,No,High School,Near,Male,70
27,88,Yes,7,93,Yes,0,Public,Neutral,4,No,High School,Moderate,Male,71
15,90,Yes,8,55,Yes,1,Public,Neutral,1,No,College,Near,Female,66
21,80,Yes,6,79,Yes,2,Public,Positive,3,No,College,Near,Male,69
16,79,Yes,4,66,Yes,2,Public,Neutral,2,No,College,Moderate,Male,67
18,64,Yes,5,76,Yes,1,Public,Positive,4,No,High School,Moderate,Male,64
11,82,No,8,81,Yes,2,Public,Positive,2,No,High School,Moderate,Female,67
19,70,Yes,10,92,Yes,1,Public,Positive,4,No,High School,Near,Male,67
19,99,No,7,52,Yes,1,Public,Neutral,4,No,High School,Near,Male,70
23,92,No,9,58,Yes,2,Private,Neutral,1,No,Postgraduate,Near,Female,71
21,77,Yes,5,96,Yes,2,Private,Neutral,5,No,High School,Near,Female,68
13,66,No,6,98,Yes,1,Public,Positive,2,No,High School,Near,Male,65
27,91,No,4,53,Yes,1,Private,Positive,3,No,Postgraduate,Near,Female,70
21,65,Yes,8,67,No,1,Public,Positive,4,No,High School,Near,Female,64
21,68,Yes,6,50,Yes,3,Private,Neutral,4,No,High School,Near,Male,67
20,68,No,8,88,Yes,5,Private,Neutral,3,No,High School,Moderate,Male,63
17,82,Yes,6,84,Yes,2,Public,Negative,3,No,High School,Moderate,Female,65
21,91,Yes,10,78,Yes,2,Public,Negative,2,No,High School,Near,Male,70
23,73,No,10,85,Yes,1,Public,Neutral,3,No,College,Near,Male,67
10,63,No,4,77,No,3,Private,Neutral,3,No,High School,Near,Male,60
17,79,No,8,62,Yes,1,Public,Neutral,3,No,High School,Near,Female,64
18,90,No,6,88,Yes,1,Private,Negative,1,No,High School,Moderate,Female,65
22,69,No,8,89,No,0,Public,Positive,5,No,High School,Moderate,Female,64
27,69,Yes,5,93,Yes,1,Public,Positive,4,No,College,Moderate,Male,67
15,98,Yes,9,98,Yes,0,Private,Positive,3,No,High School,Near,Female,71
17,98,No,9,87,Yes,0,Private,Positive,3,No,High School,Moderate,Female,69
